epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,486.536,1.15913,0.91261,1.37649,0.86104,0.70721,0.77198,0.43928,1.61063,1.17455,1.9381,0.001703,0.001703,0.001703
17,516.673,1.1453,0.90847,1.35331,0.8188,0.73022,0.77166,0.44739,1.63698,1.20762,1.96447,0.0016832,0.0016832,0.0016832
18,546.715,1.13019,0.88771,1.35244,0.86235,0.71206,0.78339,0.45374,1.66419,1.19683,1.95347,0.0016634,0.0016634,0.0016634
19,576.846,1.14239,0.887,1.35878,0.81398,0.72647,0.76209,0.46271,1.57985,1.20513,1.91909,0.0016436,0.0016436,0.0016436
20,607.067,1.12604,0.87638,1.34971,0.84714,0.72244,0.77684,0.46181,1.62804,1.1658,1.96731,0.0016238,0.0016238,0.0016238
21,637.218,1.12809,0.87912,1.35394,0.87875,0.68872,0.76954,0.45177,1.66329,1.23866,2.03287,0.001604,0.001604,0.001604
22,667.365,1.10785,0.85744,1.33437,0.81037,0.74272,0.78142,0.46349,1.59663,1.19428,1.89847,0.0015842,0.0015842,0.0015842
23,697.393,1.09594,0.86074,1.33373,0.84282,0.71725,0.76648,0.44654,1.65357,1.22385,1.97379,0.0015644,0.0015644,0.0015644
24,727.482,1.1148,0.86219,1.34418,0.82567,0.731,0.77898,0.45689,1.62881,1.13712,2.009,0.0015446,0.0015446,0.0015446
25,757.485,1.09749,0.83313,1.33284,0.85475,0.72763,0.78165,0.47337,1.58859,1.16094,1.93596,0.0015248,0.0015248,0.0015248
26,787.605,1.07498,0.83315,1.31569,0.89069,0.72926,0.80285,0.47723,1.59924,1.1249,1.94253,0.001505,0.001505,0.001505
27,817.591,1.08418,0.82336,1.31867,0.85015,0.75058,0.7965,0.46839,1.5951,1.14997,1.92372,0.0014852,0.0014852,0.0014852
28,847.607,1.07086,0.82669,1.32351,0.85544,0.72633,0.78659,0.47525,1.60434,1.11722,1.94535,0.0014654,0.0014654,0.0014654
29,877.561,1.05534,0.80541,1.30128,0.85947,0.72978,0.78833,0.48099,1.56842,1.15357,1.90247,0.0014456,0.0014456,0.0014456
30,907.728,1.07141,0.80994,1.30906,0.85399,0.7406,0.79526,0.48031,1.61456,1.12418,1.93186,0.0014258,0.0014258,0.0014258
31,937.928,1.04871,0.77292,1.2873,0.85409,0.74189,0.78712,0.48341,1.53252,1.06785,1.90567,0.001406,0.001406,0.001406
32,968.12,1.0427,0.77893,1.28986,0.89242,0.74242,0.80549,0.49082,1.55627,1.09565,1.9232,0.0013862,0.0013862,0.0013862
33,998.261,1.0456,0.771,1.29489,0.86435,0.73671,0.78188,0.46412,1.63051,1.1395,1.97861,0.0013664,0.0013664,0.0013664
34,1028.55,1.04372,0.78272,1.28168,0.84574,0.75379,0.80154,0.47833,1.56252,1.11803,1.92092,0.0013466,0.0013466,0.0013466
35,1058.64,1.04017,0.78598,1.29225,0.85625,0.74708,0.79599,0.48579,1.56603,1.12315,1.91887,0.0013268,0.0013268,0.0013268
36,1088.7,1.03003,0.75641,1.28101,0.8773,0.75227,0.80666,0.4653,1.63902,1.08694,1.98766,0.001307,0.001307,0.001307
37,1118.81,1.01993,0.76034,1.27298,0.84823,0.75616,0.80483,0.48824,1.60063,1.07415,1.93654,0.0012872,0.0012872,0.0012872
38,1148.91,1.01667,0.76101,1.27656,0.85542,0.74838,0.8004,0.47549,1.5908,1.09274,1.93559,0.0012674,0.0012674,0.0012674
39,1178.93,1.01145,0.75732,1.27777,0.87113,0.73647,0.80041,0.47885,1.59718,1.09629,1.92559,0.0012476,0.0012476,0.0012476
40,1208.98,1.01631,0.74501,1.27408,0.86593,0.73411,0.81219,0.48499,1.57518,1.1052,1.92359,0.0012278,0.0012278,0.0012278
41,1239.04,1.01999,0.75539,1.28031,0.85964,0.74189,0.79365,0.48629,1.57743,1.14377,1.93538,0.001208,0.001208,0.001208
42,1269.07,1.00875,0.74308,1.2595,0.87008,0.73152,0.81005,0.4922,1.56854,1.07297,1.92176,0.0011882,0.0011882,0.0011882
43,1299.13,0.99794,0.73496,1.2605,0.90292,0.73671,0.8027,0.48986,1.53022,1.07703,1.93073,0.0011684,0.0011684,0.0011684
44,1329.18,1.00871,0.73335,1.26803,0.86772,0.74189,0.79509,0.48062,1.59156,1.09773,1.94025,0.0011486,0.0011486,0.0011486
45,1359.18,0.99823,0.73252,1.26223,0.86097,0.73896,0.80646,0.47939,1.56654,1.06717,1.92988,0.0011288,0.0011288,0.0011288
46,1389.26,0.98709,0.73194,1.26462,0.85853,0.74189,0.8087,0.48669,1.56443,1.06878,1.93638,0.001109,0.001109,0.001109
47,1419.39,0.98977,0.71521,1.25379,0.85747,0.7393,0.78186,0.47094,1.54938,1.07933,1.94193,0.0010892,0.0010892,0.0010892
48,1449.45,0.98783,0.72124,1.25752,0.84917,0.74481,0.80009,0.47805,1.5903,1.08871,1.94668,0.0010694,0.0010694,0.0010694
49,1479.47,0.98415,0.73089,1.26114,0.85778,0.74578,0.79838,0.48272,1.57096,1.06273,1.93369,0.0010496,0.0010496,0.0010496
50,1509.52,0.9726,0.71736,1.24414,0.86438,0.75227,0.80986,0.47677,1.61362,1.06057,1.96818,0.0010298,0.0010298,0.0010298
51,1539.62,0.98378,0.70648,1.2516,0.86003,0.77305,0.8094,0.47693,1.57556,1.01805,1.93378,0.00101,0.00101,0.00101
52,1569.74,0.97498,0.70473,1.2454,0.87914,0.74533,0.81739,0.48809,1.58591,1.10109,1.89804,0.0009902,0.0009902,0.0009902
53,1599.86,0.95853,0.69255,1.23694,0.86392,0.76005,0.80938,0.48842,1.58539,1.07573,1.92408,0.0009704,0.0009704,0.0009704
54,1629.96,0.96475,0.69321,1.23698,0.87415,0.76913,0.81595,0.48776,1.53642,1.0406,1.90977,0.0009506,0.0009506,0.0009506
55,1660.01,0.96269,0.69034,1.24221,0.89733,0.74319,0.81653,0.47699,1.5407,1.03693,1.90396,0.0009308,0.0009308,0.0009308
56,1690.14,0.94842,0.67152,1.22845,0.8816,0.75875,0.81908,0.49311,1.54798,1.03044,1.91852,0.000911,0.000911,0.000911
57,1720.24,0.9466,0.6847,1.23762,0.88432,0.76005,0.81457,0.47967,1.59618,1.02105,1.97899,0.0008912,0.0008912,0.0008912
58,1750.34,0.95014,0.67588,1.22716,0.8926,0.75456,0.81502,0.48349,1.54567,1.0528,1.93224,0.0008714,0.0008714,0.0008714
59,1780.52,0.94417,0.6674,1.22193,0.89029,0.75746,0.81676,0.49703,1.54741,1.05466,1.92326,0.0008516,0.0008516,0.0008516
60,1810.6,0.93467,0.6613,1.21963,0.88231,0.76654,0.81434,0.49386,1.56645,1.02135,1.94414,0.0008318,0.0008318,0.0008318
61,1840.68,0.94097,0.66688,1.2139,0.87528,0.75553,0.79402,0.45581,1.61975,1.07413,2.00937,0.000812,0.000812,0.000812
62,1870.81,0.93007,0.66815,1.22611,0.8944,0.75357,0.81191,0.49511,1.55366,1.02274,1.95528,0.0007922,0.0007922,0.0007922
63,1900.92,0.9325,0.66081,1.21631,0.8944,0.75227,0.80334,0.47698,1.60314,1.02376,1.9626,0.0007724,0.0007724,0.0007724
64,1931.1,0.93253,0.66728,1.22232,0.88341,0.7393,0.80371,0.48604,1.57358,1.05519,1.9785,0.0007526,0.0007526,0.0007526
65,1961.19,0.92309,0.65734,1.21375,0.88662,0.738,0.80197,0.4832,1.53959,1.05175,1.92595,0.0007328,0.0007328,0.0007328
66,1991.29,0.91249,0.64739,1.20527,0.89378,0.76392,0.81549,0.49265,1.61156,1.02941,2.00461,0.000713,0.000713,0.000713
67,2021.42,0.91847,0.65301,1.20727,0.8656,0.76135,0.80505,0.48116,1.57191,1.03002,2.00698,0.0006932,0.0006932,0.0006932
68,2051.46,0.91469,0.65855,1.21061,0.87058,0.75034,0.80496,0.48601,1.56071,1.0639,1.96974,0.0006734,0.0006734,0.0006734
69,2081.58,0.9097,0.6391,1.2037,0.89151,0.75673,0.8117,0.49804,1.53499,0.9897,1.91697,0.0006536,0.0006536,0.0006536
70,2111.72,0.90531,0.63703,1.20126,0.87044,0.76913,0.80272,0.47607,1.56164,1.00618,1.99344,0.0006338,0.0006338,0.0006338
71,2141.83,0.90971,0.62636,1.20007,0.8858,0.75746,0.81286,0.48857,1.5529,1.02349,1.96077,0.000614,0.000614,0.000614
72,2171.91,0.90693,0.63962,1.20677,0.89188,0.75746,0.82441,0.49916,1.52952,1.0115,1.93067,0.0005942,0.0005942,0.0005942
73,2201.98,0.90333,0.6265,1.19818,0.87756,0.76225,0.81918,0.49177,1.56543,1.0158,1.96728,0.0005744,0.0005744,0.0005744
74,2232.09,0.9008,0.62157,1.20245,0.87904,0.77043,0.82157,0.50017,1.55588,1.02294,1.92788,0.0005546,0.0005546,0.0005546
75,2262.24,0.89037,0.62474,1.19334,0.89221,0.76135,0.81995,0.49779,1.54952,1.00815,1.93422,0.0005348,0.0005348,0.0005348
76,2292.36,0.89267,0.62469,1.19215,0.8832,0.75227,0.82134,0.49911,1.5644,1.03141,1.95268,0.000515,0.000515,0.000515
77,2322.45,0.88296,0.62367,1.19103,0.87269,0.76654,0.81084,0.49306,1.51738,1.00329,1.94004,0.0004952,0.0004952,0.0004952
78,2352.54,0.87509,0.60302,1.17837,0.87949,0.76783,0.81157,0.48386,1.55144,0.99817,1.96552,0.0004754,0.0004754,0.0004754
79,2382.64,0.87161,0.59722,1.18627,0.90216,0.75357,0.81629,0.49002,1.56901,0.98484,1.99357,0.0004556,0.0004556,0.0004556
80,2412.77,0.88576,0.60884,1.1865,0.89589,0.77008,0.81239,0.48235,1.53665,0.99851,1.96134,0.0004358,0.0004358,0.0004358
81,2442.9,0.87182,0.59894,1.17361,0.8879,0.76524,0.81602,0.48407,1.519,0.99608,1.95043,0.000416,0.000416,0.000416
82,2472.97,0.86005,0.59334,1.17418,0.89766,0.76135,0.8158,0.48903,1.53753,0.99665,1.94601,0.0003962,0.0003962,0.0003962
83,2503.11,0.86041,0.59468,1.17357,0.88556,0.76783,0.81554,0.48718,1.55601,0.99243,1.97742,0.0003764,0.0003764,0.0003764
84,2533.2,0.86942,0.59839,1.17512,0.87235,0.76654,0.81673,0.4906,1.56732,0.97972,1.96591,0.0003566,0.0003566,0.0003566
85,2563.3,0.86396,0.59673,1.17805,0.87383,0.77254,0.82279,0.49217,1.55258,0.98624,1.97499,0.0003368,0.0003368,0.0003368
86,2593.48,0.85721,0.58605,1.16748,0.88396,0.76524,0.81985,0.49253,1.54092,1.00134,1.96628,0.000317,0.000317,0.000317
87,2623.56,0.85027,0.58572,1.16577,0.87936,0.77821,0.82008,0.49529,1.55321,0.98789,1.97124,0.0002972,0.0002972,0.0002972
88,2653.69,0.84586,0.57797,1.15837,0.88367,0.76852,0.8173,0.48764,1.58363,1.00097,1.99849,0.0002774,0.0002774,0.0002774
89,2683.84,0.85091,0.58022,1.16877,0.89233,0.75248,0.81696,0.49393,1.55241,0.98242,1.97555,0.0002576,0.0002576,0.0002576
90,2713.93,0.84758,0.58154,1.16662,0.89268,0.74838,0.81739,0.49327,1.54585,0.98655,1.97015,0.0002378,0.0002378,0.0002378
91,2744.04,0.79192,0.49736,1.16729,0.91164,0.74936,0.81834,0.48549,1.56387,0.97995,2.02454,0.000218,0.000218,0.000218
92,2773.89,0.77461,0.48279,1.14608,0.87238,0.76135,0.81089,0.48518,1.57163,0.9945,2.02113,0.0001982,0.0001982,0.0001982
93,2803.74,0.77087,0.4805,1.1398,0.86673,0.76524,0.81065,0.48603,1.55791,1.00481,2.01014,0.0001784,0.0001784,0.0001784
94,2833.55,0.76152,0.46987,1.13356,0.90457,0.74708,0.81851,0.48627,1.53193,0.98437,2.00291,0.0001586,0.0001586,0.0001586
95,2863.43,0.7633,0.47018,1.13889,0.8641,0.76783,0.80938,0.48838,1.5438,0.99558,2.00288,0.0001388,0.0001388,0.0001388
96,2893.2,0.76141,0.46723,1.13911,0.87125,0.76357,0.81408,0.48951,1.54831,0.99681,2.00035,0.000119,0.000119,0.000119
97,2923.06,0.75995,0.46933,1.13435,0.88282,0.75238,0.8171,0.48784,1.54916,0.99798,1.9959,9.92e-05,9.92e-05,9.92e-05
98,2952.88,0.75359,0.46289,1.13321,0.87786,0.76913,0.81768,0.48937,1.54233,0.97957,2.01643,7.94e-05,7.94e-05,7.94e-05
99,2982.84,0.74616,0.45612,1.12452,0.8761,0.77432,0.82207,0.49099,1.55189,0.98144,2.02493,5.96e-05,5.96e-05,5.96e-05
100,3012.72,0.74578,0.45284,1.12195,0.87111,0.76913,0.81695,0.48833,1.55856,0.97776,2.03002,3.98e-05,3.98e-05,3.98e-05
