epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,52.3802,1.03949,0.97955,1.17526,0.83269,0.80274,0.86102,0.60697,1.07907,0.85814,1.24491,0.0012476,0.0012476,0.0012476
21,54.921,1.01748,0.95882,1.18555,0.81184,0.85484,0.8765,0.60741,1.16854,0.82702,1.26981,0.001208,0.001208,0.001208
22,57.4724,0.98389,0.93153,1.199,0.78045,0.86005,0.88648,0.6243,1.05712,0.86928,1.25823,0.0011684,0.0011684,0.0011684
23,60.039,1.02226,0.99248,1.19615,0.69705,0.83333,0.81233,0.54457,1.18239,0.96274,1.29249,0.0011288,0.0011288,0.0011288
24,62.6054,0.99614,0.97163,1.18078,0.74034,0.8172,0.80827,0.53812,1.14316,0.93593,1.24947,0.0010892,0.0010892,0.0010892
25,65.1719,0.9342,0.89338,1.1394,0.75328,0.90281,0.8421,0.57813,1.04529,0.87997,1.21096,0.0010496,0.0010496,0.0010496
26,67.6951,0.94707,0.90218,1.15249,0.74676,0.93548,0.86055,0.603,1.05094,0.85009,1.19624,0.00101,0.00101,0.00101
27,70.2259,0.96371,0.89927,1.16169,0.7837,0.87656,0.88733,0.59042,1.13542,0.80417,1.27706,0.0009704,0.0009704,0.0009704
28,72.8101,0.89063,0.89854,1.11936,0.78586,0.84946,0.85475,0.56107,1.14781,0.89542,1.34606,0.0009308,0.0009308,0.0009308
29,75.3694,0.93419,0.9035,1.16158,0.78452,0.8172,0.84759,0.5517,1.09463,0.90796,1.36648,0.0008912,0.0008912,0.0008912
30,77.9245,0.84857,0.82418,1.11436,0.73707,0.88922,0.85468,0.57914,1.1027,0.82127,1.31006,0.0008516,0.0008516,0.0008516
31,80.4881,0.8826,0.86899,1.10696,0.74056,0.87477,0.83491,0.57118,1.11094,0.90435,1.30117,0.000812,0.000812,0.000812
32,83.1171,0.89991,0.81249,1.13568,0.79322,0.80645,0.83044,0.56616,1.14379,0.91431,1.30856,0.0007724,0.0007724,0.0007724
33,85.6783,0.87651,0.84909,1.11624,0.75928,0.84792,0.83552,0.5472,1.1056,0.85625,1.34307,0.0007328,0.0007328,0.0007328
34,88.2765,0.82569,0.78495,1.09605,0.74876,0.89247,0.84535,0.54663,1.20166,0.8809,1.36303,0.0006932,0.0006932,0.0006932
35,90.8397,0.89372,0.83651,1.12397,0.75598,0.83282,0.8125,0.53852,1.08216,1.11515,1.31743,0.0006536,0.0006536,0.0006536
36,93.3797,0.84207,0.77912,1.1114,0.80241,0.83871,0.85778,0.58065,1.11574,0.78263,1.31353,0.000614,0.000614,0.000614
37,95.9438,0.88034,0.7856,1.09211,0.77592,0.86022,0.86569,0.59375,1.05484,0.77653,1.27896,0.0005744,0.0005744,0.0005744
38,98.4913,0.84481,0.77393,1.11422,0.79685,0.85484,0.85214,0.56699,1.09983,0.8332,1.29428,0.0005348,0.0005348,0.0005348
39,101.027,0.77782,0.76924,1.06534,0.79144,0.84409,0.83515,0.5597,1.07086,0.86491,1.31414,0.0004952,0.0004952,0.0004952
40,103.592,0.83162,0.79742,1.10349,0.77621,0.87644,0.86214,0.59903,1.05875,0.78361,1.28282,0.0004556,0.0004556,0.0004556
41,106.361,0.71669,0.78521,1.03765,0.77995,0.9086,0.8886,0.59536,1.16049,0.79272,1.29502,0.000416,0.000416,0.000416
42,108.877,0.68216,0.67239,1.02819,0.80361,0.88172,0.88129,0.60479,1.10607,0.88834,1.27215,0.0003764,0.0003764,0.0003764
43,111.38,0.64117,0.67219,0.97563,0.79177,0.90323,0.88008,0.61657,1.04488,0.82638,1.25442,0.0003368,0.0003368,0.0003368
44,113.884,0.65746,0.65145,1.03717,0.78302,0.93548,0.90177,0.6429,1.01382,0.72758,1.21163,0.0002972,0.0002972,0.0002972
45,116.399,0.64828,0.64888,1.02269,0.82367,0.87902,0.89773,0.63846,1.00496,0.7429,1.21444,0.0002576,0.0002576,0.0002576
46,118.923,0.63524,0.63043,0.99878,0.79143,0.87724,0.88845,0.64212,0.99343,0.74895,1.22797,0.000218,0.000218,0.000218
47,121.435,0.59398,0.6119,0.96398,0.80511,0.8662,0.88459,0.63811,0.9984,0.78096,1.22089,0.0001784,0.0001784,0.0001784
48,123.948,0.60342,0.61294,0.97963,0.80315,0.8871,0.88465,0.63977,1.00818,0.76848,1.22784,0.0001388,0.0001388,0.0001388
49,126.479,0.58599,0.59989,0.99298,0.80206,0.90323,0.88687,0.64343,1.00355,0.74384,1.2191,9.92e-05,9.92e-05,9.92e-05
50,129.007,0.55819,0.8711,0.92678,0.79678,0.90645,0.88868,0.64455,0.99748,0.741,1.21428,5.96e-05,5.96e-05,5.96e-05
