epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,58.8419,1.18714,1.56907,1.65777,1,0.91161,0.995,0.68127,1.27209,1.53994,2.15741,0.00123791,0.00123791,0.00123791
15,63.6592,1.1944,1.52303,1.66194,0.98987,0.75,0.91167,0.54745,1.55613,1.38229,2.49723,0.00120491,0.00120491,0.00120491
16,69.2488,1.21442,1.42569,1.66798,0.9897,1,0.995,0.73743,1.12556,0.94687,1.92928,0.0011719,0.0011719,0.0011719
17,72.7245,1.23628,1.50996,1.65323,0.77081,1,0.895,0.52178,1.73734,1.55403,2.59361,0.00113889,0.00113889,0.00113889
18,76.0074,1.1702,1.41512,1.60403,1,0.96174,0.995,0.52773,1.31455,1.13796,2.19752,0.00110589,0.00110589,0.00110589
19,79.2866,1.15284,1.38867,1.58392,0.98604,1,0.995,0.64094,1.16011,0.93959,2.15264,0.00107288,0.00107288,0.00107288
20,82.5816,1.18134,1.37587,1.62163,0.7911,1,0.995,0.48394,1.84657,1.02678,2.99406,0.00103987,0.00103987,0.00103987
21,85.8777,1.10109,1.3088,1.56755,0.95345,1,0.995,0.65594,1.26719,0.98932,2.12433,0.00100687,0.00100687,0.00100687
22,89.1867,1.1337,1.33115,1.58892,0.99452,0.75,0.945,0.61615,1.41979,0.94721,2.25292,0.000973861,0.000973861,0.000973861
23,92.4761,1.09833,1.27655,1.54958,0.99235,1,0.995,0.58455,1.74155,1.01965,2.60199,0.000940855,0.000940855,0.000940855
24,95.7824,1.10241,1.2832,1.54302,0.98051,1,0.995,0.72136,1.02005,0.87323,1.85959,0.000907848,0.000907848,0.000907848
25,99.0942,1.14036,1.29881,1.57805,0.97416,1,0.995,0.62193,1.27464,1.05623,1.96556,0.000874842,0.000874842,0.000874842
26,102.389,1.08429,1.19189,1.54206,0.98663,1,0.995,0.73826,1.20234,0.87125,2.04128,0.000841835,0.000841835,0.000841835
27,105.699,1.0743,1.21544,1.53072,0.98238,1,0.995,0.70872,1.26407,0.81921,1.97674,0.000808828,0.000808828,0.000808828
28,109.028,1.0839,1.22421,1.5138,0.98696,1,0.995,0.60342,1.37976,0.81123,2.00477,0.000775822,0.000775822,0.000775822
29,112.352,0.97796,1.13328,1.4588,0.98846,1,0.995,0.74151,1.07143,0.72253,1.72504,0.000742815,0.000742815,0.000742815
30,115.689,0.98897,1.12746,1.46132,1,0.9992,0.995,0.69095,1.26336,1.05754,1.94733,0.000709809,0.000709809,0.000709809
31,118.987,1.04105,1.16073,1.51328,0.99041,1,0.995,0.69678,1.32341,0.78124,2.02764,0.000676802,0.000676802,0.000676802
32,122.312,0.94454,1.05422,1.44314,0.98411,1,0.995,0.70758,1.21524,0.79572,1.81906,0.000643795,0.000643795,0.000643795
33,125.632,0.95682,1.05067,1.467,0.97605,1,0.995,0.69014,1.23978,0.90842,1.88337,0.000610789,0.000610789,0.000610789
34,128.948,0.96139,1.06656,1.46684,0.98669,1,0.995,0.77768,0.87491,0.6984,1.70329,0.000577782,0.000577782,0.000577782
35,132.272,0.89545,1.02331,1.40974,0.98716,1,0.995,0.83977,0.79699,0.58801,1.61583,0.000544776,0.000544776,0.000544776
36,135.631,0.88362,1.00511,1.39665,0.98758,1,0.995,0.82097,0.93863,0.57658,1.63505,0.000511769,0.000511769,0.000511769
37,138.932,0.90432,0.98888,1.39416,0.98841,1,0.995,0.77121,0.97234,0.56841,1.67161,0.000478762,0.000478762,0.000478762
38,142.257,0.86792,0.92672,1.37472,0.98878,1,0.995,0.81615,0.89299,0.52013,1.60258,0.000445756,0.000445756,0.000445756
39,145.557,0.86479,0.94509,1.39241,0.98878,1,0.995,0.7056,1.01655,0.48905,1.74949,0.000412749,0.000412749,0.000412749
40,148.883,0.86893,0.8927,1.39432,0.98884,1,0.995,0.77122,1.00763,0.54312,1.68374,0.000379743,0.000379743,0.000379743
41,152.452,0.8768,0.93961,1.5416,0.98827,1,0.995,0.85822,0.67719,0.54854,1.47803,0.000346736,0.000346736,0.000346736
42,155.78,0.81222,0.80556,1.53527,0.98845,1,0.995,0.78494,0.94755,0.60996,1.56597,0.000313729,0.000313729,0.000313729
43,159.075,0.78203,0.74937,1.45827,0.98953,1,0.995,0.77107,0.95995,0.58558,1.56685,0.000280723,0.000280723,0.000280723
44,162.366,0.76581,0.74944,1.46932,0.99133,1,0.995,0.84564,0.79827,0.51802,1.43074,0.000247716,0.000247716,0.000247716
45,165.662,0.70446,0.69187,1.39142,0.98941,1,0.995,0.83693,0.79472,0.50899,1.45195,0.00021471,0.00021471,0.00021471
46,168.972,0.69655,0.6545,1.38104,0.98931,1,0.995,0.82068,0.80643,0.47392,1.45722,0.000181703,0.000181703,0.000181703
47,172.263,0.67464,0.62359,1.35737,0.98923,1,0.995,0.79565,0.81415,0.50859,1.48808,0.000148696,0.000148696,0.000148696
48,175.57,0.69075,0.61014,1.35425,0.98884,1,0.995,0.79569,0.79991,0.50809,1.46237,0.00011569,0.00011569,0.00011569
49,178.868,0.63411,0.58556,1.33396,0.98899,1,0.995,0.83694,0.78407,0.49689,1.46577,8.26832e-05,8.26832e-05,8.26832e-05
50,182.16,0.64989,0.61822,1.3177,0.98903,1,0.995,0.82872,0.79277,0.48489,1.45598,4.96766e-05,4.96766e-05,4.96766e-05
